,Cluster,Organization,Conditionality,Restriction,Delivery mechanism,"Status (Completed, Ongoing, planned)",April Individuals,Region,District
1539,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,Afgoye
1540,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,Afgoye
1541,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,540,Lower Shabelle,Afgoye
1542,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1470,Banadir,
1543,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1710,Banadir,
1544,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,2124,Banadir,
1545,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,2052,Banadir,
1546,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,978,Banadir,
1547,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,426,Banadir,
1548,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1290,Banadir,
1549,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1206,Banadir,
1550,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,2088,Banadir,
1551,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1506,Banadir,
1552,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,2940,Banadir,
1553,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,888,Banadir,
1554,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1542,Banadir,
1555,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1038,Banadir,
1556,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1362,Banadir,
1557,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1482,Banadir,
1558,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1254,Banadir,
1559,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1410,Banadir,
1560,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,258,Banadir,
1561,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,2976,Banadir,
1562,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,
1563,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,
1564,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,
1565,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,
1566,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,
1567,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,
1568,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,
1569,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,3000,Lower Shabelle,
1570,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1020,Awdal,Zeylac
1571,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1020,Awdal,Zeylac
1572,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Awdal,Zeylac
1573,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,240,Togdheer,Burco
1574,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,534,Togdheer,Burco
1575,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1320,Togdheer,Burco
1576,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,402,Togdheer,Burco
1577,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,804,Togdheer,Burco
1578,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,270,Togdheer,Burco
1579,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,270,Togdheer,Burco
1580,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Togdheer,Burco
1581,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,510,Togdheer,Burco
1582,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,660,Togdheer,Burco
1583,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,660,Togdheer,Burco
1584,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,660,Togdheer,Burco
1585,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,210,Togdheer,Burco
1586,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,750,Awdal,Zeylac
1587,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1356,Awdal,Zeylac
1588,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,858,Awdal,Lughaye
1589,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,876,Awdal,Lughaye
1590,Food security,ADA,Unspecified,Unspecified,Unspecified,ongoing,,,
1591,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sanaag,Laasqoray
1592,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sanaag,Laasqoray
1593,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,35,Sanaag,Laasqoray
1594,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,70,Bari,Iskushuban
1595,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,140,Bari,Iskushuban
1596,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,170,Bari,Bandabeyla
1597,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,65,Bari,Iskushuban
1598,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,70,Bari,Iskushuban
1599,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,150,Bari,Bandabeyla
1600,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,130,Bari,Bandabeyla
1601,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,55,Bari,Bandabeyla
1602,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,50,Bari,Bandabeyla
1603,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,10,Bari,Iskushuban
1604,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Bari,Iskushuban
1605,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Bari,Bandabeyla
1606,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,5,Bari,Iskushuban
1607,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,10,Bari,Iskushuban
1608,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Bari,Iskushuban
1609,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Bari,Bandabeyla
1610,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,15,Bari,Bandabeyla
1611,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,10,Bari,Bandabeyla
1612,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Caynabo
1613,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Caynabo
1614,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Caynabo
1615,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Caynabo
1616,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Taleex
1617,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Laascanood
1618,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Taleex
1619,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Taleex
1620,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Laascanood
1621,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sool,Laascanood
1622,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Sool,Caynabo
1623,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Sool,Caynabo
1624,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,15,Sool,Caynabo
1625,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,15,Sool,Caynabo
1626,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,10,Sool,Taleex
1627,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,10,Sool,Taleex
1628,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,15,Sool,Laascanood
1629,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,15,Sool,Laascanood
1630,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,10,Sool,Laascanood
1631,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Sool,Laascanood
1632,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,15,Sanaag,Ceel Afweyn
1633,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,ongoing,20,Sanaag,Ceel Afweyn
1634,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sanaag,Ceel Afweyn
1635,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,ongoing,100,Sanaag,Ceel Afweyn
1636,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,completed,,Sanaag,Ceerigaabo
1637,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,completed,,Sanaag,Ceerigaabo
1638,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,completed,,Sanaag,Ceerigaabo
1639,Food security,CARE ,Conditional ,Unrestricted,Mobile money transfer,completed,,Sanaag,Ceerigaabo
1640,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,completed,,Sanaag,Ceerigaabo
1641,Food security,CARE ,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Juba,Kismayo
1642,Food security,CARE ,Conditional ,Unrestricted,Unspecified,ongoing,700,Lower Juba,Kismayo
1643,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,200,Lower Juba,Kismayo
1644,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,850,Lower Juba,Kismayo
1645,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,75,Bari,Iskushuban
1646,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,75,Bari,Bandabeyla
1647,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,75,Sool,Caynabo
1648,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,75,Sool,Laascanood
1649,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,473,Sanaag,Ceerigaabo
1650,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,237,Sanaag,Ceel Afweyn
1651,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,780,Sool,Caynabo
1652,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,780,Sool,Laascanood
1653,Food security,CARE ,Conditional ,Unrestricted,Unspecified,ongoing,575,Bari,Bossaso
1654,Food security,CARE ,Conditional ,Unrestricted,Unspecified,ongoing,1725,Lower Juba,Kismayo
1655,Food security,CARE ,Conditional ,Unrestricted,Unspecified,ongoing,575,Sanaag,Ceerigaabo
1656,Food security,CARE ,Conditional ,Unrestricted,Unspecified,ongoing,575,Sool,Laascanood
1657,Food security,CARE ,Unconditional,Unrestricted,Unspecified,ongoing,,Bari,
1658,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3120,Lower Juba,Kismayo
1659,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3990,Lower Juba,Kismayo
1660,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3330,Lower Juba,Kismayo
1661,Food security,NRC,Unconditional,Restricted,Mobile money transfer,ongoing,342,Lower Juba,Kismayo
1662,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,192,Lower Juba,Afmadow
1663,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Lower Juba,Afmadow
1664,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1008,Lower Juba,Afmadow
1665,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3990,Lower Juba,Afmadow
1666,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Lower Juba,Afmadow
1667,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2400,Bay,Baidoa
1668,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,720,Banadir,Mogadishu/Dharkenley
1669,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Bay,Baidoa
1670,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1620,Galgaduud,Dhuusamarreeb
1671,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,6000,Bakool,Xudur
1672,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1854,Lower Juba,Afmadow
1673,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,756,Nugaal,Garowe
1674,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1440,Bari,Qardho
1675,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Nugaal,Garowe
1676,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2622,Bari,Qardho
1677,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1716,Bari,Qardho
1678,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Mudug,Gaalkacyo
1679,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2664,Sanaag,Ceerigaabo
1680,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7338,Sool,Laascanood
1681,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7200,Sanaag,Ceerigaabo
1682,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1644,Sanaag,Ceerigaabo
1683,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2490,Sanaag,Ceerigaabo
1684,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2022,Sanaag,Ceel Afweyn
1685,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7800,Sanaag,Ceel Afweyn
1686,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,972,Bari,Bossaso
1687,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,142,Nugaal,Garowe
1688,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,339,Bari,Qardho
1689,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,99,Bari,Bossaso
1690,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,,Nugaal,Garowe
1691,Protection,UNHCR,Unconditional,Restricted,Cash in hand,ongoing,,Bari,Bossaso
1692,Protection,UNHCR,Unconditional,Restricted,Cash in hand,ongoing,,Nugaal,Garowe
1693,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,,Bari,Bossaso
1694,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,,Nugaal,Garowe
1695,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,,Bari,Bossaso
1696,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,2165,Woqooyi Galbeed,Hargeysa
1697,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,257,Woqooyi Galbeed,Hargeysa
1698,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,107,Woqooyi Galbeed,Hargeysa
1699,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,1516,Lower Juba,Kismayo
1700,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,164,Lower Juba,Afmadow
1701,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,138,Bay,Baidoa
1702,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,18,Gedo,Luuq
1703,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,478,Banadir,Mogadishu
1704,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,,Lower Juba,Kismayo
1705,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,,Lower Juba,Afmadow
1706,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,,Bay,Baidoa
1707,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,,Gedo,Luuq
1708,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,,Banadir,Mogadishu
1709,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,,Mudug,Gaalkacyo
1710,Protection,UNHCR,Conditional ,Restricted,Cash in hand,ongoing,348,Mudug,Gaalkacyo
1711,Protection,UNHCR,Unconditional,Unrestricted,Cash in hand,ongoing,61,Mudug,Gaalkacyo
1712,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3120,Lower Juba,Kismayo
1713,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3990,Lower Juba,Kismayo
1714,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3330,Lower Juba,Kismayo
1715,Food security,NRC,Unspecified,Restricted,Mobile money transfer,ongoing,342,Lower Juba,Kismayo
1716,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,192,Lower Juba,Afmadow
1717,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Lower Juba,Afmadow
1718,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1008,Lower Juba,Afmadow
1719,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3990,Lower Juba,Afmadow
1720,Food security,NRC,Unspecified,Unrestricted,Mobile money transfer,ongoing,360,Lower Juba,Afmadow
1721,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2400,Bay,Baidoa
1722,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,720,Banadir,Mogadishu/Dharkenley
1723,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Bay,Baidoa
1724,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1620,Galgaduud,Dhuusamarreeb
1725,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,6000,Bakool,Xudur
1726,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1854,Lower Juba,Afmadow
1727,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,756,Nugaal,Garowe
1728,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1440,Bari,Qardho
1729,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Nugaal,Garowe
1730,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2622,Bari,Qardho
1731,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1716,Bari,Qardho
1732,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Mudug,Gaalkacyo
1733,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2664,Sanaag,Ceerigaabo
1734,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7338,Sool,Laascanood
1735,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7200,Sanaag,Ceerigaabo
1736,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1644,Sanaag,Ceerigaabo
1737,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2490,Sanaag,Ceerigaabo
1738,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2022,Sanaag,Ceel Afweyn
1739,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7800,Sanaag,Ceel Afweyn
1740,Food security,WFP,Cash for Assets,Restricted,e-voucher,ongoing,2430,Bay,Baidoa
